"idno","typesamp","interva","telnum","agea_1","gendera1","type","access","physa","littera","vandaa","psu","prob","vote","prtvtbgb","prtclbgb","prtdgcl","ctzcntr","ctzshipc","brncntr","cntbrthc","cgtsmke","cgtsday","alcfreq","alcwkdy","alcwknd","hhmmb","gndr","agea","eisced","pdwrk","edctn","uempla","uempli","rtrd","wrkctra","hinctnta","region","alcohol_day"
100005008,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005009,"Address","No interview for other reason",NA,"40 to 59","Male","Multi-unit house, flat","Yes, entry phone","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005010,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005011,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005012,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005013,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005015,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005016,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005018,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005019,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005020,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005021,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005022,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005023,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005024,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Male","Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005025,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005026,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005027,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005030,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005032,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005033,"Address","No interview for other reason",NA,"60 or over","Male","Multi-unit: Sheltered/retirement housing","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005034,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Semi-detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005036,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005037,"Address","No interview for other reason",NA,"60 or over","Female","Other","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005042,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Male","Multi-unit house, flat","Yes, entry phone","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005044,"Address","No interview for other reason",NA,"60 or over","Female","Multi-unit house, flat","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005046,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Female","Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005048,"Address","No interview for other reason",NA,"60 or over","Male","Other","No, neither of these","Bad","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005052,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Bad","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005053,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005054,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005055,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005056,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005058,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005059,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005060,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005061,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005062,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Satisfactory","Large amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005065,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005066,"Address","No interview for other reason",NA,"60 or over","Male","Multi-unit house, flat","Yes, entry phone","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005067,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005068,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005069,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005070,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, locked gate/door","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005071,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","No, neither of these","Very bad","Very large amount","Large amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005074,"Address","No interview for other reason",NA,"60 or over","Don't know, never saw R, no selected R","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005075,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005076,"Address","No interview for other reason",NA,"20 to 39","Female","Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005077,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Semi-detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005078,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005080,"Address","No interview for other reason",NA,"60 or over","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005081,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Terraced house","No, neither of these","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005083,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005084,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005087,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005088,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005091,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005092,"Address","No interview for other reason",NA,"60 or over","Male","Multi-unit house, flat","Yes, entry phone","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005093,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","Yes, locked gate/door","Satisfactory","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005094,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005095,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005099,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005100,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005101,"Address","No interview for other reason",NA,"40 to 59","Female","Multi-unit house, flat","Yes, entry phone","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005102,"Address","No interview for other reason",NA,"20 to 39","Female","Single unit: Semi-detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005103,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005105,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005106,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Male","Multi-unit house, flat","Yes, entry phone","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005108,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005111,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005114,"Address","No interview for other reason",NA,"Under 20","Female","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005116,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005117,"Address","No interview for other reason",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005120,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005121,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Satisfactory","Large amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005122,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","No, neither of these","Satisfactory","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005124,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005126,"Address","No interview for other reason",NA,"Don't know, never saw R, no selected R","Male","Multi-unit house, flat","Yes, entry phone and locked gate/door","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005127,"Address","No interview for other reason",NA,NA,NA,"Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005128,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Semi-detached house","No, neither of these","Good","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005129,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005130,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Satisfactory","Very large amount","Large amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005131,"Address","No interview for other reason",NA,"20 to 39","Male","Single unit: Terraced house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005132,"Address","No interview for other reason",NA,"40 to 59","Female","Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005133,"Address","No interview for other reason",NA,"60 or over","Male","Multi-unit house, flat","No, neither of these","Satisfactory","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005135,"Address","No interview for other reason",NA,"60 or over","Female","Single unit: Terraced house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005136,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005138,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005139,"Address","No interview for other reason",NA,"40 to 59","Male","Single unit: Detached house","No, neither of these","Very good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005141,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","Yes, entry phone and locked gate/door","Good","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005143,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005145,"Address","No interview for other reason",NA,NA,NA,"Multi-unit house, flat","No, neither of these","Good","Small amount","Small amount",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005146,"Address","No interview for other reason",NA,NA,NA,"Single unit: Semi-detached house","No, neither of these","Good","None or almost none","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100005148,"Address","No interview for other reason",NA,NA,NA,"Single unit: Terraced house","No, neither of these","Satisfactory","Small amount","None or almost none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
